4.0126190684680925,16.6,16.6,18.1,18.1,12.7,12.7,17.7,17.7,14.0,14.0,25.9
105.7955949910455,14.3,14.3,12.2,12.2,14.1,14.1,13.2,13.2,11.9,11.9,22.8
207.4783798798423,19.2,19.2,12.1,12.1,20.1,20.1,17.5,17.5,13.0,13.0,18.7
309.3035172276564,19.0,19.0,12.6,12.6,12.6,12.6,10.0,10.0,8.7,8.7,19.0
410.5882295784489,9.4,9.4,8.0,8.0,12.6,12.6,13.3,13.3,10.2,10.2,13.8
511.9520885036669,15.3,15.3,10.9,10.9,9.6,9.6,12.0,12.0,9.4,9.4,11.7
613.7331754730245,11.0,11.0,10.6,10.6,10.2,10.2,11.0,11.0,11.6,11.6,16.2
715.3162942685154,13.7,13.7,13.2,13.2,13.1,13.1,11.2,11.2,11.3,11.3,16.5
817.180550718196,10.0,10.0,9.2,9.2,8.9,8.9,10.0,10.0,8.8,8.8,13.4
918.4978187605968,9.7,9.7,9.1,9.1,11.7,11.7,8.6,8.6,9.0,9.0,12.1
1020.0326498292306,10.4,10.4,10.9,10.9,11.3,11.3,13.1,13.1,12.3,12.3,14.9
