4.012619068468093,7.0,23.0,13.0,5.0,18.0,13.0,15.0,12.0,38.0,22.0
9.140650866976655,13.0,16.0,25.0,21.0,21.0,47.0,12.0,13.0,37.0,27.0
15.094224226774699,10.0,17.0,16.0,16.0,35.0,34.0,18.0,24.0,22.0,24.0
20.90747976639735,36.0,12.0,41.0,24.0,30.0,39.0,19.0,26.0,36.0,27.0
26.168043147997828,29.0,37.0,35.0,28.0,27.0,27.0,51.0,46.0,25.0,38.0
31.38534768406169,34.0,30.0,42.0,31.0,19.0,40.0,35.0,28.0,45.0,29.0
36.75048593463639,32.0,30.0,37.0,52.0,37.0,35.0,24.0,47.0,42.0,37.0
42.62430480305484,23.0,47.0,39.0,32.0,48.0,45.0,35.0,21.0,24.0,37.0
48.50874251768907,29.0,25.0,18.0,23.0,24.0,34.0,18.0,26.0,30.0,24.0
53.97959918266395,37.0,34.0,28.0,27.0,23.0,34.0,56.0,34.0,94.0,22.0
59.96500907700843,27.0,40.0,41.0,33.0,75.0,23.0,64.0,22.0,73.0,33.0
65.90193206327564,85.0,68.0,66.0,32.0,35.0,36.0,20.0,88.0,24.0,83.0
74.07576189624123,33.0,79.0,29.0,70.0,78.0,72.0,91.0,52.0,41.0,35.0
80.52458511031944,66.0,23.0,22.0,35.0,51.0,35.0,74.0,42.0,91.0,21.0
85.61604859111539,39.0,13.0,15.0,10.0,49.0,27.0,9.0,26.0,24.0,16.0
90.84860182711107,14.0,16.0,18.0,18.0,23.0,19.0,17.0,16.0,21.0,15.0
98.81804519784355,26.0,20.0,20.0,12.0,17.0,9.0,14.0,18.0,31.0,23.0
104.09301261822547,15.0,139.0,112.0,23.0,37.0,123.0,17.0,12.0,96.0,15.0
113.31845993362303,15.0,23.0,14.0,19.0,24.0,21.0,18.0,27.0,113.0,15.0
119.26483139594019,19.0,19.0,14.0,20.0,16.0,70.0,30.0,38.0,14.0,17.0
125.34419145250206,16.0,20.0,21.0,21.0,26.0,18.0,38.0,44.0,33.0,97.0
131.7047978408081,31.0,32.0,46.0,41.0,39.0,33.0,40.0,32.0,30.0,33.0
138.41004813460916,40.0,28.0,40.0,32.0,23.0,23.0,48.0,27.0,30.0,51.0
143.85573823562902,36.0,51.0,31.0,30.0,28.0,44.0,23.0,23.0,30.0,45.0
149.6736175393018,46.0,47.0,18.0,29.0,45.0,35.0,22.0,38.0,34.0,36.0
157.1156431129985,41.0,61.0,49.0,32.0,25.0,18.0,28.0,40.0,26.0,31.0
162.56591962889775,49.0,36.0,31.0,20.0,29.0,30.0,37.0,37.0,40.0,28.0
169.0648953754444,36.0,33.0,29.0,28.0,44.0,32.0,51.0,50.0,35.0,26.0
174.80394422937138,36.0,38.0,44.0,35.0,30.0,35.0,26.0,37.0,31.0,40.0
180.92766167909326,36.0,31.0,42.0,35.0,49.0,33.0,31.0,39.0,26.0,41.0
186.0338871099018,38.0,27.0,39.0,33.0,29.0,36.0,45.0,34.0,28.0,29.0
198.2733270059784,44.0,32.0,35.0,36.0,26.0,32.0,32.0,31.0,37.0,76.0
208.96296850103334,24.0,31.0,36.0,37.0,38.0,32.0,24.0,30.0,32.0,34.0
216.1039671102301,28.0,39.0,27.0,30.0,29.0,30.0,26.0,29.0,28.0,38.0
222.02626932905267,33.0,28.0,33.0,39.0,23.0,42.0,38.0,28.0,37.0,52.0
233.28128932683197,44.0,31.0,33.0,38.0,50.0,37.0,42.0,35.0,38.0,33.0
238.43175587420586,34.0,30.0,34.0,36.0,25.0,34.0,31.0,27.0,25.0,37.0
244.8201244517719,24.0,24.0,38.0,31.0,32.0,30.0,23.0,36.0,22.0,32.0
251.15393506177634,26.0,23.0,30.0,21.0,24.0,26.0,27.0,32.0,34.0,24.0
265.5513521211019,32.0,31.0,23.0,26.0,26.0,32.0,41.0,43.0,24.0,23.0
273.579687187909,25.0,26.0,24.0,18.0,23.0,23.0,31.0,15.0,15.0,15.0
290.2003295577052,13.0,13.0,18.0,18.0,20.0,20.0,15.0,29.0,29.0,24.0
296.37384591539336,27.0,29.0,33.0,26.0,30.0,39.0,30.0,31.0,30.0,36.0
304.857720983131,30.0,31.0,28.0,31.0,30.0,41.0,34.0,19.0,29.0,20.0
314.90220037735276,28.0,28.0,32.0,35.0,25.0,31.0,26.0,25.0,30.0,28.0
323.2560800447151,20.0,30.0,25.0,32.0,24.0,27.0,29.0,27.0,29.0,35.0
336.66445699916085,33.0,20.0,27.0,22.0,28.0,28.0,38.0,27.0,21.0,21.0
347.8917349446514,21.0,27.0,26.0,44.0,37.0,26.0,26.0,29.0,20.0,41.0
354.4317280195148,28.0,27.0,21.0,27.0,25.0,19.0,31.0,23.0,23.0,22.0
360.38035858770326,24.0,22.0,23.0,23.0,26.0,28.0,48.0,37.0,28.0,20.0
373.33918992176115,36.0,23.0,37.0,23.0,25.0,29.0,39.0,19.0,25.0,18.0
378.53755138232896,27.0,24.0,26.0,29.0,24.0,21.0,25.0,26.0,20.0,24.0
388.51923515816316,26.0,27.0,24.0,24.0,25.0,25.0,25.0,28.0,23.0,26.0
394.33190293222776,25.0,26.0,28.0,26.0,25.0,27.0,22.0,30.0,28.0,38.0
407.4034729407831,30.0,29.0,29.0,33.0,27.0,25.0,33.0,30.0,23.0,26.0
413.3743082500473,24.0,29.0,28.0,26.0,20.0,31.0,27.0,26.0,35.0,28.0
420.8191921744791,28.0,23.0,30.0,26.0,26.0,19.0,27.0,27.0,25.0,25.0
429.83095612371585,25.0,24.0,23.0,25.0,25.0,27.0,21.0,23.0,23.0,23.0
435.2605598565266,19.0,27.0,23.0,23.0,32.0,24.0,31.0,25.0,25.0,26.0
445.5964485417394,33.0,23.0,35.0,25.0,22.0,30.0,25.0,24.0,27.0,20.0
451.0438244205104,24.0,21.0,26.0,22.0,23.0,27.0,23.0,28.0,21.0,23.0
462.1510894548455,23.0,20.0,21.0,23.0,26.0,27.0,26.0,23.0,27.0,25.0
468.3833136338886,24.0,27.0,27.0,31.0,22.0,21.0,21.0,24.0,26.0,28.0
479.15838875875784,28.0,20.0,20.0,26.0,24.0,24.0,30.0,29.0,20.0,24.0
491.6281895675259,19.0,22.0,23.0,21.0,21.0,30.0,21.0,22.0,22.0,21.0
498.74111376712597,18.0,21.0,23.0,28.0,28.0,23.0,31.0,21.0,26.0,32.0
503.8398733824636,29.0,21.0,24.0,23.0,25.0,32.0,25.0,33.0,19.0,20.0
516.7001377349823,27.0,20.0,21.0,21.0,19.0,22.0,23.0,18.0,21.0,21.0
522.8964514882018,31.0,19.0,31.0,30.0,23.0,33.0,28.0,24.0,27.0,22.0
532.2512245577284,31.0,30.0,27.0,19.0,26.0,25.0,25.0,19.0,19.0,26.0
540.361219494144,20.0,23.0,18.0,22.0,21.0,18.0,29.0,17.0,30.0,17.0
546.7115057765827,23.0,26.0,22.0,29.0,24.0,18.0,23.0,24.0,21.0,25.0
555.8620156766096,20.0,22.0,22.0,23.0,30.0,23.0,26.0,25.0,21.0,21.0
575.9773638255116,20.0,18.0,30.0,18.0,21.0,24.0,24.0,19.0,21.0,29.0
582.4462051028784,20.0,26.0,23.0,19.0,18.0,25.0,21.0,22.0,24.0,21.0
